,Unnamed: 0,abstract,lead_paragraph,headline,keywords,pub_date,news_desk,word_count,lead_paragraph_sw,lead_paragraph_sw_stem,date
61,1861,"Two sisters in Missouri were among the first to have an unproven coronavirus vaccine injected in their bodies. If it makes it to market, it would also be the first DNA vaccine for any disease.","Not long after researchers completed their work with mice, guinea pigs, ferrets and monkeys, Human Subject 8, an art director for a software company in Missouri, received an injection. Four days later, her sister, a schoolteacher, became Subject 14.","{'main': 'Guaranteed Ingredient in Any Coronavirus Vaccine? Thousands of Volunteers', 'kicker': None, 'content_kicker': None, 'print_headline': 'Fight Against Coronavirus Could Produce a First: A DNA Vaccine', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'DNA (Deoxyribonucleic Acid)', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Inovio Pharmaceuticals', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Immune System', 'rank': 8, 'major': 'N'}]",2020-06-13T14:28:13+0000,Express,1614,"Not long researchers completed work mice, guinea pigs, ferrets monkeys, Human Subject 8, art director software company Missouri, received injection. Four days later, sister, schoolteacher, became Subject 14.","not long research complet work mice, guinea pigs, ferret monkeys, human subject 8, art director softwar compani missouri, receiv injection. four day later, sister, schoolteacher, becam subject 14.",2020-06-13
62,3286,The French drugmaker is testing two types of vaccines in a bid to catch up to competitors.,"After lagging behind its competitors in starting clinical trials, the French drugmaker Sanofi has announced plans to speed a vaccine development timeline that could yield approval from regulatory authorities sometime next year, perhaps in the first half of 2021, the company announced on Tuesday.","{'main': 'Sanofi Accelerates Its Timeline for Coronavirus Vaccine Development', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'RNA (Ribonucleic Acid)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-science', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-health', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'GlaxoSmithKline PLC', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Sanofi SA', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 9, 'major': 'N'}]",2020-06-23T20:47:42+0000,Science,716,"After lagging behind competitors starting clinical trials, French drugmaker Sanofi announced plans speed vaccine development timeline could yield approval regulatory authorities sometime next year, perhaps first half 2021, company announced Tuesday.","after lag behind competitor start clinic trials, french drugmak sanofi announc plan speed vaccin develop timelin could yield approv regulatori author sometim next year, perhap first half 2021, compani announc tuesday.",2020-06-23
63,3508,"A married pair of virologists in Moscow tested a vaccine on their own children in the 1950s. Now, a side effect they found is sparking new hope for a defense against the coronavirus.","MOSCOW _?To the boys, it was just a sugary treat. To their parents, prominent medical researchers, what happened in their Moscow apartment that day in 1959 was a vital experiment with countless lives at stake _?and their own children as guinea pigs.","{'main': 'Decades-Old Soviet Studies Hint at Coronavirus Strategy', 'kicker': None, 'content_kicker': None, 'print_headline': 'Soviet-Era Studies Offer Possible Path to Vaccine', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Poliomyelitis', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Immune System', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Voroshilova, Marina', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Chumakov, Mikhail', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'USSR (Former Soviet Union)', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Russia', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Gallo, Robert C', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Institute of Human Virology', 'rank': 10, 'major': 'N'}]",2020-06-24T19:15:18+0000,Foreign,1326,"MOSCOW _?To boys, sugary treat. To parents, prominent medical researchers, happened Moscow apartment day 1959 vital experiment countless lives stake _?children guinea pigs.","moscow _?To boys, sugari treat. To parents, promin medic researchers, happen moscow apart day 1959 vital experi countless live stake _?children guinea pigs.",2020-06-24
64,3778,The noted virologist says a polio vaccine may be an ideal solution until we find a Covid-specific vaccine. Also: Brand names in need of rebranding.,To the Editor:,"{'main': 'Dr. Robert Gallo: The Case for a Stopgap Vaccine', 'kicker': 'letters', 'content_kicker': None, 'print_headline': 'Dr. Robert Gallo: The Case for a Stopgap Vaccine', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Names, Organizational', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Washington Redskins', 'rank': 5, 'major': 'N'}]",2020-06-25T18:38:44+0000,Letters,449,To Editor:,To editor:,2020-06-25
65,3858,Test your knowledge of this week__ health news.,Test your knowledge of this week__ health news.,"{'main': 'Weekly Health Quiz: Coronavirus, Vaccine and Pregnancy', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Medicine and Health', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Disease Rates', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus Reopenings', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Quarantines', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Pregnancy and Childbirth', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 7, 'major': 'N'}]",2020-06-26T09:00:01+0000,Well,0,Test knowledge week__ health news.,test knowledg week_?health news.,2020-06-26
66,128,"The technique, called a human challenge trial, has been used to evaluate other vaccines.","One way to quickly see if a coronavirus vaccine works would be to immunize healthy people and then deliberately expose them to the virus, some researchers are suggesting.","{'main': 'Researchers Debate Infecting People on Purpose to Test Coronavirus Vaccines', 'kicker': None, 'content_kicker': None, 'print_headline': 'Coronavirus Vaccine Testing Stirs Debate', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Clinical Trials', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus Risks and Safety Concerns', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Journal of Infectious Diseases', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Vaccine (Journal)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-healthcare', 'rank': 8, 'major': 'N'}]",2020-07-01T19:05:03+0000,Science,1843,"One way quickly see coronavirus vaccine works would immunize healthy people deliberately expose virus, researchers suggesting.","one way quickli see coronaviru vaccin work would immun healthi peopl deliber expos virus, research suggesting.",2020-07-01
67,607,"The United States is the only developed nation unable to balance cost, efficacy and social good in setting prices.","Yes, of course, Americans_?health is priceless, and reining in a deadly virus that has trashed the economy would be invaluable.","{'main': 'How a Covid-19 Vaccine Could Cost Americans Dearly', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Prices (Fares, Fees and Rates)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Inventions and Patents', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Biomedical Advanced Research and Development Authority', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Medicare', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 9, 'major': 'N'}]",2020-07-06T09:00:12+0000,OpEd,1608,"Yes, course, Americans_?health priceless, reining deadly virus trashed economy would invaluable.","yes, course, americans_?health priceless, rein deadli viru trash economi would invaluable.",2020-07-06
68,822,"The Maryland-based company, which has never brought a product to market before, just made the biggest deal to date with the Trump administration__ Operation Warp Speed.","The federal government will pay the vaccine maker Novavax $1.6 billion to expedite the development of a coronavirus vaccine. It__ the largest deal to date from Operation Warp Speed, the sprawling federal effort to make coronavirus vaccines and treatments available to the American public as quickly as possible.","{'main': 'U.S. Will Pay $1.6 Billion to Novavax for Coronavirus Vaccine', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. Pledges $1.6 Billion To Untested Drugmaker', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'your-feed-science', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Coalition for Epidemic Preparedness Innovations', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Novavax Inc', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'AstraZeneca PLC', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Johnson & Johnson', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Moderna Inc', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Public-Private Sector Cooperation', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 11, 'major': 'N'}]",2020-07-07T10:00:13+0000,Science,1089,"The federal government pay vaccine maker Novavax $1.6 billion expedite development coronavirus vaccine. It__ largest deal date Operation Warp Speed, sprawling federal effort make coronavirus vaccines treatments available American public quickly possible.","the feder govern pay vaccin maker novavax $1.6 billion expedit develop coronaviru vaccine. it_?largest deal date oper warp speed, sprawl feder effort make coronaviru vaccin treatment avail american public quickli possible.",2020-07-07
69,1167,We need to start convincing skeptics now.,"If a vaccine for the coronavirus is developed tomorrow, will you take it?","{'main': 'A Coronavirus Vaccine Won__ Work if People Don__ Take It', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Vaccine Doesn__ Work if People Don__ Take It', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Parenting', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 3, 'major': 'N'}]",2020-07-09T09:00:12+0000,OpEd,996,"If vaccine coronavirus developed tomorrow, take it?","If vaccin coronaviru develop tomorrow, take it?",2020-07-09
70,1173,"When a vaccine hits the market, it will be a key tool in putting an end to the pandemic. A federal committee is debating giving early access to groups that face a high risk.","Federal health officials are already trying to decide who will get the first doses of any effective coronavirus vaccines, which could be on the market this winter but could require many additional months to become widely available to Americans.","{'main': 'Who Gets a Vaccine First? U.S. Considers Race in Coronavirus Plans', 'kicker': None, 'content_kicker': None, 'print_headline': 'Who Would Get Vaccinated First? U.S. Considers Race in Its Plans', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Centers for Disease Control and Prevention', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Race and Ethnicity', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Hispanic-Americans', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Advisory Committee on Immunization Practices', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 10, 'major': 'N'}]",2020-07-09T09:00:19+0000,Investigative,1654,"Federal health officials already trying decide get first doses effective coronavirus vaccines, could market winter could require many additional months become widely available Americans.","feder health offici alreadi tri decid get first dose effect coronaviru vaccines, could market winter could requir mani addit month becom wide avail americans.",2020-07-09
71,1867,Some experts say a vaccine puffed in the nose would be better at protecting people from infection. But nasal vaccines won__ be ready right away.,"Of the 150-plus coronavirus vaccines in development around the world, the lion__ share will rely on a needle prick to make their way into the body.","{'main': 'You__ Rather Get a Coronavirus Vaccine Through Your Nose', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Vaccine Through the Nose Is Probably Best', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'your-feed-science', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Immune System', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}]",2020-07-14T16:59:19+0000,Science,1067,"Of 150-plus coronavirus vaccines development around world, lion__ share rely needle prick make way body.","Of 150-plu coronaviru vaccin develop around world, lion_?share reli needl prick make way body.",2020-07-14
72,1943,"The vaccine, developed by government scientists and Moderna, a biotech company, appeared safe and provoked an immune response in 45 people in a study.","An experimental coronavirus vaccine made by the biotech company Moderna provoked a promising immune response against the virus and appeared safe in the first 45 people who received it, researchers reported on Tuesday in The New England Journal of Medicine.","{'main': 'First Coronavirus Vaccine Tested in Humans Shows Early Promise', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'your-feed-science', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Moderna Inc', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'New England Journal of Medicine', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Institute of Allergy and Infectious Diseases', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Antibodies', 'rank': 8, 'major': 'N'}]",2020-07-15T01:04:45+0000,Science,707,"An experimental coronavirus vaccine made biotech company Moderna provoked promising immune response virus appeared safe first 45 people received it, researchers reported Tuesday The New England Journal Medicine.","An experiment coronaviru vaccin made biotech compani moderna provok promis immun respons viru appear safe first 45 peopl receiv it, research report tuesday the new england journal medicine.",2020-07-15
73,2054,"Dr. Moncef Slaoui, the chief adviser for the Trump administration__ coronavirus vaccine program, can remain a government contractor, thus shielding him from disclosure rules.","WASHINGTON _?The scientist leading the Trump administration__ coronavirus vaccine program will be allowed to remain a government contractor, a decision that permits him to avoid ethics disclosures required of federal employees and maintain his investments in pharmaceutical companies.","{'main': 'Chief Vaccine Scientist Will Not Be Forced to Disclose Pharmaceutical Stocks', 'kicker': None, 'content_kicker': None, 'print_headline': 'Chief Vaccine Scientist Can Avoid Disclosures', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Conflicts of Interest', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Health and Human Services Department', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Slaoui, Moncef M', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Public Citizen', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Lower Drug Prices Now', 'rank': 10, 'major': 'N'}]",2020-07-15T18:43:53+0000,Washington,851,"WASHINGTON _?The scientist leading Trump administration__ coronavirus vaccine program allowed remain government contractor, decision permits avoid ethics disclosures required federal employees maintain investments pharmaceutical companies.","washington _?the scientist lead trump administration_?coronaviru vaccin program allow remain govern contractor, decis permit avoid ethic disclosur requir feder employe maintain invest pharmaceut companies.",2020-07-15
74,2077,"Readers discuss how to persuade people to take it and how to decide who gets it first, but also fear insufficient testing to ensure its safety.",To the Editor:,"{'main': 'Waiting for a Covid-19 Vaccine, and Worrying About It', 'kicker': 'letters', 'content_kicker': None, 'print_headline': 'A Vaccine: The Waiting and the Worries', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Centers for Disease Control and Prevention', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 6, 'major': 'N'}]",2020-07-15T20:28:02+0000,Letters,516,To Editor:,To editor:,2020-07-15
75,2188,"Beijing is offering several vaccine candidates to employees of state-owned companies and the armed forces, while also conducting clinical trials in other countries.",The offer to employees at the state-owned oil giant was compelling: Be among the first in China to take a coronavirus vaccine.,"{'main': 'In Coronavirus Vaccine Race, China Strays From the Official Paths', 'kicker': None, 'content_kicker': None, 'print_headline': 'China Skirts Convention For Vaccines', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'China', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Brazil', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}]",2020-07-16T13:22:26+0000,Business,1306,The offer employees state-owned oil giant compelling: Be among first China take coronavirus vaccine.,the offer employe state-own oil giant compelling: Be among first china take coronaviru vaccine.,2020-07-16
76,2192,"The hackers have been targeting British, Canadian and American organizations racing to create coronavirus vaccines.","WASHINGTON _?Russian hackers are attempting to steal coronavirus vaccine research, the American, British and Canadian governments said Thursday, accusing the Kremlin of opening a new front in its spy battles with the West amid the worldwide competition to contain the pandemic.","{'main': 'Russia Is Trying to Steal Virus Vaccine Data, Western Nations Say', 'kicker': None, 'content_kicker': None, 'print_headline': 'Russians Accused of A Plot To Steal Vaccine Research', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Russia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Cyberwarfare and Defense', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'National Security Agency', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Espionage and Intelligence Services', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'AstraZeneca PLC', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Oxford University', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Industrial Espionage', 'rank': 11, 'major': 'N'}]",2020-07-16T13:36:06+0000,Washington,1396,"WASHINGTON _?Russian hackers attempting steal coronavirus vaccine research, American, British Canadian governments said Thursday, accusing Kremlin opening new front spy battles West amid worldwide competition contain pandemic.","washington _?russian hacker attempt steal coronaviru vaccin research, american, british canadian govern said thursday, accus kremlin open new front spi battl west amid worldwid competit contain pandemic.",2020-07-16
77,2197,"Novavax just received the Trump administration__ largest vaccine contract. In the Maryland company__ 33-year history, it has never brought a vaccine to market.","In late February, as the coronavirus spread around the world, Dr. Richard Hatchett, the head of an international nonprofit that gives money to vaccine developers, got on an important call to discuss vaccine candidates after his plane touched down at London__ Heathrow Airport.","{'main': 'How a Struggling Company Won $1.6 Billion to Make a Coronavirus Vaccine', 'kicker': None, 'content_kicker': None, 'print_headline': 'Unproven Firm Got $1.6 Billion To Find a Cure', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Public-Private Sector Cooperation', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Government Contracts and Procurement', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Respiratory Syncytial Virus (RSV)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Biomedical Advanced Research and Development Authority', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Gates, Bill and Melinda, Foundation', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Emergent BioSolutions Inc', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Health and Human Services Department', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'Novavax Inc', 'rank': 12, 'major': 'N'}, {'name': 'persons', 'value': 'Bright, Rick A', 'rank': 13, 'major': 'N'}, {'name': 'persons', 'value': 'Hatchett, Richard J', 'rank': 14, 'major': 'N'}, {'name': 'persons', 'value': 'Kadlec, Robert P', 'rank': 15, 'major': 'N'}, {'name': 'organizations', 'value': 'Coalition for Epidemic Preparedness Innovations', 'rank': 16, 'major': 'N'}, {'name': 'persons', 'value': 'Erck, Stanley C', 'rank': 17, 'major': 'N'}, {'name': 'organizations', 'value': 'Defense Department', 'rank': 18, 'major': 'N'}, {'name': 'persons', 'value': 'Trizzino, John J', 'rank': 19, 'major': 'N'}]",2020-07-16T14:32:42+0000,Science,2252,"In late February, coronavirus spread around world, Dr. Richard Hatchett, head international nonprofit gives money vaccine developers, got important call discuss vaccine candidates plane touched London__ Heathrow Airport.","In late february, coronaviru spread around world, dr. richard hatchett, head intern nonprofit give money vaccin developers, got import call discuss vaccin candid plane touch london_?heathrow airport.",2020-07-16
78,2405,"In Boston and in the Netherlands, scientists are racing to build a vaccine against the virus strangling the world.","Each workday morning in March, Noe Mercado drove through the desolate streets of Boston to a tall glass building on Blackfan Circle, in the heart of the city__ biotech hub. Most residents had gone into hiding from the coronavirus, but Mr. Mercado had an essential job: searching for a vaccine against this new, devastating pathogen.","{'main': 'Inside Johnson & Johnson__ Nonstop Hunt for a Coronavirus Vaccine', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Vaccine Hunters', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'your-feed-science', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus Risks and Safety Concerns', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Public-Private Sector Cooperation', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Beth Israel Deaconess Medical Center', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Harvard University', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Janssen Pharmaceutica', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Johnson & Johnson', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Netherlands', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Boston (Mass)', 'rank': 12, 'major': 'N'}]",2020-07-17T17:00:21+0000,Science,2884,"Each workday morning March, Noe Mercado drove desolate streets Boston tall glass building Blackfan Circle, heart city__ biotech hub. Most residents gone hiding coronavirus, Mr. Mercado essential job: searching vaccine new, devastating pathogen.","each workday morn march, noe mercado drove desol street boston tall glass build blackfan circle, heart city_?biotech hub. most resid gone hide coronavirus, mr. mercado essenti job: search vaccin new, devast pathogen.",2020-07-17
